product_id,title,product_description,rating,ratings_count,initial_price,discount,discount_amount,quantity,total_amount,currency,category,seller_name
19788630,Home Ecstasy,140tc Pure Cotton printed Teal Blue Single Bedsheet with 1 Pillow Cover,4.5,6,1199,42.0,503.58,1,1199,INR,bedsheets,
20296382,DREAM WEAVERZ,Grey & Coral Printed 220 TC Glazed Cotton King Bedsheet with 2 Pillow Covers,3.8,18,2599,78.0,2027.22,1,2599,INR,bedsheets,
18346134,Arrabi,Pink & Grey Striped 300 TC King Cotton Bedsheet With 2 Pillow Covers,4.3,12,6329,76.0,4810.04,1,6329,INR,bedsheets,
22409156,Kastner,Women Textured Tang Slim Belt,3.8,9,1399,84.0,1175.16,1,1399,INR,belts,Kas███r L███her█████████Pvt██████
18985918,Tommy Hilfiger,Women Navy Blue Embroidered High-Neck Pure Cotton Bodysuit,4.1,11,2999,40.0,1199.6,1,2999,INR,bodysuit,PVH███VIN███ASH█████████TE ███████████████
22120138,Ed-a-Mamma Baby,Infant Boys Pack Of 2 Printed Pure Cotton Bodysuit,4.2,5,999,30.0,299.7,1,999,INR,bodysuit,ETE███LIA███EAT█████████CHA█████████████████████ED
1728397,Mactree,Men Brown Solid Mid-Top Flat Boots,3.9,1727,9060,88.0,7972.8,1,9060,INR,boots,MAX███ IN███NAT██████
21427828,London Rag,Women Stiletto Heeled High-Top Boots,5.0,4,9599,60.0,5759.4,1,9599,INR,boots,VOL███FAS███N P█████████
17372928,The Souled Store,Men Blue & White Abstract Printed Boxers,4.5,22,799,54.0,431.46,1,799,INR,boxers,THE███ULE███TOR█████████D.
15115018,Jockey,Non-Wired Non-Padded Combed Cotton Workout Bra 1376-0105,4.4,1582,579,,,1,579,INR,bra,Tru███m R███il
22063882,GROVERSONS Paris Beauty,Non Padded Cotton Seamless Non-Wired T-shirt Bra,4.0,25,399,25.0,99.75,1,399,INR,bra,Gro███son███ppa█████████Ltd███
19219450,Susie,Black Solid Cotton T-Shirt Bra - Anti-Odour,4.3,12,749,50.0,374.5,1,749,INR,bra,GEN███AD ███AIL█████████LIM██████
22196924,Zivame,Underwired Lightly Padded Pushup Bra,4.3,118,999,50.0,499.5,1,999,INR,bra,MIL███AR ███AIL█████████LIM██████
19219468,Susie,Women  Black Solid Everyday Cotton Bra,4.0,6,699,43.0,300.57,1,699,INR,bra,GEN███AD ███AIL█████████LIM██████
19277544,Marks & Spencer,BOUTIQUE X DAMARIS Navy Blue Underwired Lightly Padded Balconette Bra,4.3,24,2999,60.0,1799.4,1,2999,INR,bra,Ret███Net███
18223842,max,Plus Size Non Padded Bra,4.1,37,449,20.0,89.8,1,449,INR,bra,
18656766,VStar,Beige Solid T-Shirt Bra,4.6,5,345,,,1,345,INR,bra,V S███ CR███ION█████████
18656764,VStar,Grey Solid T-Shirt Bra,4.3,6,345,,,1,345,INR,bra,V S███ CR███ION█████████
13523458,shyaway,Multicoloured Set of 3 Printed Underwired Lightly Padded Everyday Bra shya-com-217,4.3,6,2547,52.0,1324.44,1,2547,INR,bra,
18652628,max,Sea Green & Blue Floral Bra Lightly Padded SU22PDNW08MIST,4.2,5,649,20.0,129.8,1,649,INR,bra,
17774350,Zivame,Pink Lightly Padded T-shirt Bra,4.2,9,995,50.0,497.5,1,995,INR,bra,
16704504,ZINU,Women Silver-Toned Brass Cubic Zirconia Rhodium-Plated Charm Bracelet,4.1,7,699,45.0,314.55,1,699,INR,bracelet,SAN███UNE███
21873792,KARATCART,Cubic Zirconia Silver-Plated Wraparound Bracelet,4.6,5,3397,76.0,2581.72,1,3397,INR,bracelet,KOK███V G███AL █████████
21573578,Jewels Galaxy,Women Brass Gold-Plated Bangle-Style Bracelet,4.2,24,1329,77.0,1023.33,1,1329,INR,bracelet,RS ███els███
18100576,MINUTIAE,Women Gold-Toned & White Brass Crystals Handcrafted Gold-Plated Bangle-Style Bracelet,3.2,13,1499,70.0,1049.3,1,1499,INR,bracelet,
16696094,Van Heusen,Men Swift Dry High Stretch Mesh AIR Series Active Briefs 8905325842743,4.6,192,649,,,1,649,INR,briefs,Wes███ry ███din█████████d_M██████
21867416,DressBerry,Women Boy Shorts Brief,4.1,14,299,28.0,83.72,1,299,INR,briefs,VAC███CRE███ONS███
21850852,Soie,Women High Waist Full Coverage Lace Brief,4.9,14,390,5.0,19.5,1,390,INR,briefs,GIN███IND███RIE█████████
21569986,Chromozome,Men Pack of 4 Premium Pure Cotton Mini Briefs 8902733625630-MULTI 9,4.2,18,1199,40.0,479.6,1,1199,INR,briefs,Sup███om ███
19206416,ABELINO,Women Set of 3 Assorted Cotton Boy Shorts Briefs PANTY3PCPLAINBOYSHORTS01,3.6,14,1899,80.0,1519.2,1,1899,INR,briefs,ARI███T T███ING█████████
22196594,Zoiro,Men Pack Of 2 Anti-Bacterial Basic Briefs,5.0,6,499,,,1,499,INR,briefs,J.G███OSI███ PR█████████ITE███
22196914,Zivame,Women Pack Of 3 Low-Rise Ultra Soft Bikini Briefs,4.6,5,799,50.0,399.5,1,799,INR,briefs,MIL███AR ███AIL█████████LIM██████
21906602,bummer,Women Printed Micro Modal Mid Rise Boy Shorts,4.6,23,599,25.0,149.75,1,599,INR,briefs,BAL███APP███LS █████████IMI██████
13889998,XYXX,Men Grey Solid Ultra-Soft Antimicrobial Basic Briefs XYBRF56,4.1,202,249,,,1,249,INR,briefs,XYX███PPA███S P█████████MIT████████████
22436508,Bruchi CLUB,Men Low-Rise Anti-Bacterial Basic Briefs,5.0,4,888,65.0,577.2,1,888,INR,briefs,BRU███ CL███APP█████████ATE█████████
21877640,DressBerry,Shoulder Straps Pure Cotton Camisole,3.7,14,299,23.0,68.77,1,299,INR,camisoles,VAC███CRE███ONS███
18882294,VStar,Women White Solid Modern Fit Deep Neckline  Camisoles,4.8,10,265,,,1,265,INR,camisoles,V S███ CR███ION█████████
13669894,Vastraa Fusion,Unisex Maroon Solid Woollen Afghani Pakol Cap,3.5,13,1699,70.0,1189.3,1,1699,INR,caps,
16281444,Bharatasya,Women White & Black Woolen Earwarmer Headband,4.3,7,699,68.0,475.32,1,699,INR,caps,VR ███ign███
20129438,Skechers,Men Blue Textured Sneakers,3.8,11,12999,30.0,3899.7,1,12999,INR,casual-shoes,LSD███FES███ES █████████IMI██████
18506050,Bata,Women Black Woven Design Slip-On Sneakers,4.4,86,1199,55.0,659.45,1,1199,INR,casual-shoes,Bat███ndi███imi██████
21739362,Prolific,Men Printed LightWeight Mid Top Sneakers,3.9,8,2660,71.0,1888.6,1,2660,INR,casual-shoes,BRA███SI ███AIL███
21903832,U.S. Polo Assn.,Women Perforated Sneakers,4.1,16,4299,25.0,1074.75,1,4299,INR,casual-shoes,ARV███ LI███TYL█████████LIM██████
21651940,HIGHLANDER,Men Black Woven Design Sneakers,3.4,25,1898,55.0,1043.9,1,1898,INR,casual-shoes,Fla███tar███mme██████
21321784,San Frissco,Men  Colourblocked Sneakers,4.3,6,5995,72.0,4316.4,1,5995,INR,casual-shoes,ARY███ FO███EAR█████████PVT██████
21907914,MOZAFIA,Men Canvas Mid-Top Lace-Up Sneakers,4.0,225,1999,60.0,1199.4,1,1999,INR,casual-shoes,DHV███LOB███PRI█████████TED███
21497770,Puma,Men Sneakers,4.1,111,4999,55.0,2749.45,1,4999,INR,casual-shoes,Pum███por███Ind█████████td.█████████
21169272,HRX by Hrithik Roshan,Men Skate Street Sneaker,3.9,107,3299,50.0,1649.5,1,3299,INR,casual-shoes,Omn███ch ███ail███
13643492,WROGN,Men Brown Leather Loafers,3.7,58,3599,55.0,1979.45,1,3599,INR,casual-shoes,
13638220,FAUSTO,Men Brown Textured Loafers,3.2,6,999,1.0,9.99,1,999,INR,casual-shoes,
13638232,FAUSTO,Men Tan Brown Solid Velvet Loafers,2.5,4,1299,1.0,12.99,1,1299,INR,casual-shoes,
18489168,TOMS,Women Red Solid Alpargata Canvas Slip-On Sneakers,4.3,6,4999,,,1,4999,INR,casual-shoes,V R███il ███ Lt███
18091436,HIGHLANDER,PRINTED CANVAS SNEAKERS,3.9,51,2198,50.0,1099.0,1,2198,INR,casual-shoes,Fla███tar███mme██████
17312062,Clarks,Men Blue Nubuck Penny Loafers,4.6,31,6999,50.0,3499.5,1,6999,INR,casual-shoes,CLA███ RE███NCE█████████ PV██████
17314086,EVERLY,Women Beige Textured Wedge Mules,3.7,79,1499,40.0,599.6,1,1499,INR,casual-shoes,M K███OTW███
17312144,Clarks,Men Black Perforations Nubuck Derbys,3.7,3,10999,35.0,3849.65,1,10999,INR,casual-shoes,Vis███ St███
16284648,Crew STREET,Women Sea Green Woven Design Slip-On Sneakers,4.1,41,3099,55.0,1704.45,1,3099,INR,casual-shoes,Sup███om ███
19103830,PUMA Motorsport,Unisex Black Perforations BMW MMS Neo Cat Regular Sneakers,4.5,157,6999,55.0,3849.45,1,6999,INR,casual-shoes,Sup███om ███
21937664,Cortina,Black & Beige 4 Pcs Ethnic Motif Printed Super Stretchable Chair Cover,4.7,15,2598,64.0,1662.72,1,2598,INR,chair-cover,Bha███vna███Imp█████████ect███
16712992,Cutiekins,Girls Pink & White Printed Top with Shorts,4.1,454,1999,70.0,1399.3,1,1999,INR,clothing-set,CUT███INS███IVA█████████D
21836198,Nottie Planet,Boys Printed T-shirt with Shorts,4.5,13,449,30.0,134.7,1,449,INR,clothing-set,MOO███ FA███ONS█████████
18193844,Rubans,Cream-Coloured & Gold-Toned Embellished Embroidered Potli Clutch,4.1,25,1980,75.0,1485.0,1,1980,INR,clutches,
16694464,Ahalyaa,Women Stunning Blue Printed Top with Solid Skirt,4.1,195,5000,66.0,3300.0,1,5000,INR,co-ords,UDA███ASH███
18494054,Home Sizzler,Green & Cream-Coloured Set of 2 Floral Window Curtain,4.3,48,799,40.0,319.6,1,799,INR,curtains-and-sheers,Fla███ech███tai███
16185546,ellementry,Gold-Toned 2 Pieces Stainless Steel Matte Spoon,5.0,5,1750,,,1,1750,INR,cutlery,Dil███ Es███tia█████████d
15174886,MIAH Decor,Cream-Coloured & Green 2 Pieces Handcrafted Ceramic Matte Bowls,3.2,6,599,40.0,239.6,1,599,INR,dinnerware,MIA███ECO███
21664722,Curvy Clan,Colourblocked A-Line Cotton Maxi Dress,3.7,3,2999,,,1,2999,INR,dresses,RUB███S C███
21426422,Trendyol,Black Maxi Dress,4.1,10,4399,45.0,1979.55,1,4399,INR,dresses,Sup███om ███
21238004,COVER STORY,Embellished Shoulder Straps Velvet Sheath Dress,4.8,24,3490,40.0,1396.0,1,3490,INR,dresses,Cov███Sto███Clo█████████ite███
21426632,Trendyol,Floral Printed Shoulder strap A-Line Mini Dress,3.9,35,3599,30.0,1079.7,1,3599,INR,dresses,Sup███om ███
21673378,RACHNA,Floral Print Flared Sleeve Crepe A-Line Mini Dress,3.0,4,1299,51.0,662.49,1,1299,INR,dresses,RAC███ AR███RIN█████████TD.███
21665324,Harpa,Sweetheart Neck Puff Sleeves Sheath Dress,2.3,4,1999,55.0,1099.45,1,1999,INR,dresses,HAR███RET███ PV█████████
21664854,aarke Ritu Kumar,Cotton A-Line Dress,4.0,6,2200,30.0,660.0,1,2200,INR,dresses,REL███CE ███U K█████████ATE█████████
21664974,Label Ritu Kumar,Candy Striped Pure Cotton Wrap Dress,4.6,7,4500,30.0,1350.0,1,4500,INR,dresses,REL███CE ███U K█████████ATE█████████
21664840,aarke Ritu Kumar,Floral Georgette A-Line Midi Dress,4.0,6,3500,30.0,1050.0,1,3500,INR,dresses,REL███CE ███U K█████████ATE█████████
21980370,Tokyo Talkies,Mini A-Line Dress,3.7,26,1599,79.0,1263.21,1,1599,INR,dresses,Vis███ St███
22004792,WoowZerz,Button Detailed Mini Blazer Dress,4.8,26,2495,50.0,1247.5,1,2495,INR,dresses,Man███ Fa███ona██████
21979790,Vishudh,Floral Printed A-Line Midi Dress,3.8,55,2049,77.0,1577.73,1,2049,INR,dresses,Fla███tar███mme██████
18962890,Athena,Fuchsia Solid Asymmetric Hem A-Line Maxi Dress,4.0,34,2499,64.0,1599.36,1,2499,INR,dresses,APE███PPA███S
19027298,DressBerry,Girls Pink & Navy Blue Floral Printed Shirt Collar Fit & Flare Dress,3.8,40,1499,41.0,614.59,1,1499,INR,dresses,Vis███ St███
18962984,Athena,Burgundy Off-Shoulder Scrunchie Bodycon Dress,4.3,236,2499,68.0,1699.32,1,2499,INR,dresses,APE███PPA███S
18951626,Berrylush,Women Green Solid Twist & Knot Dress,4.0,60,1899,78.0,1481.22,1,1899,INR,dresses,Sup███om ███
18816460,Ethnovog,Women Navy Blue Velvet A-Line Made To Measure Dress with Jacket,3.7,6,7828,52.0,4070.56,1,7828,INR,dresses,Net███enu███ech█████████Pvt██████
18944812,DRAAX Fashions,Pink Chiffon Fit and Flare Dress,3.6,8,2399,,,1,2399,INR,dresses,Dra███Fas███ns █████████vat████████████
18977246,AURELIA,Blue Ethnic Motifs Maxi Dress,4.1,140,4299,59.0,2536.41,1,4299,INR,dresses,Esh███ox ███mme█████████td
18803110,Athena Girl,Yellow Floral Dress,3.5,6,2299,74.0,1701.26,1,2299,INR,dresses,APE███PPA███S
18962990,Athena,Teal Blue Side Gathered Maxi Dress,4.2,35,2499,66.0,1649.34,1,2499,INR,dresses,APE███PPA███S
18951632,Berrylush,Women White Floral Pattern Play Dress,3.9,69,1899,80.0,1519.2,1,1899,INR,dresses,Sup███om ███
18956684,Forevermore,Mustard Yellow Chiffon Embroidred Ruffle Tiered Midi Dress,4.2,5,1599,,,1,1599,INR,dresses,Ami███nte███ise███
18981160,Amydus,Blue & Orange Floral Wrap Dress,4.7,43,2799,,,1,2799,INR,dresses,BEG███01 ███EST██████
18962952,Athena,Lavender Solid Accordion Pleats Wrap Dress,4.2,3797,2799,60.0,1679.4,1,2799,INR,dresses,Ape███ppa███s -██████
18207844,H&M,Women Blue Linen-blend Shirt Dress,3.0,7,1999,,,1,1999,INR,dresses,
15736838,U&F,Black Solid Maxi Dress,3.8,1023,1999,66.0,1319.34,1,1999,INR,dresses,SVP███XPO███ PR█████████ITE███
15788324,Tokyo Talkies,Blue Off-Shoulder Maxi Dress,4.2,347,1399,53.0,741.47,1,1399,INR,dresses,Vis███ St███
15691054,QUIERO,Women Alluring Grey Polka Dots Trapeze Dress,3.4,7,2686,65.0,1745.9,1,2686,INR,dresses,Per███nkl███esi██████
15691070,QUIERO,Women Beautiful Orange Abstract Tiered Dress,4.1,474,2820,65.0,1833.0,1,2820,INR,dresses,Per███nkl███esi██████
13770986,all about you,Black Solid Midi Halter Neck Fit and Flare Dress,4.2,38,2999,,,1,2999,INR,dresses,
17586858,RARE,Women Orange Georgette A-Line Midi Dress,3.4,23,1799,55.0,989.45,1,1799,INR,dresses,EPI███RAN███PVT██████
17692606,Style Quotient,Women Navy Blue Solid Cut-Out Detail Sheath Midi Dress,3.9,12,1899,53.0,1006.47,1,1899,INR,dresses,Kri███n S███het█████████td
17592092,U&F,Women Stylish Mustard Solid All in the Details Dress,4.1,7,2899,74.0,2145.26,1,2899,INR,dresses,SVP███XPO███ PR█████████ITE███
17661682,Tokyo Talkies,Lavender Cut Outs Sheath Mini Dress,4.1,13,1549,61.0,944.89,1,1549,INR,dresses,Vis███ St███
17692718,Style Quotient,Women Tranquil Teal Solid Halter Neck Dress,4.8,8,1599,69.0,1103.31,1,1599,INR,dresses,Kri███n S███het█████████td
17194598,Tokyo Talkies,Women Charming Purple Solid Dress,4.3,48,1749,65.0,1136.85,1,1749,INR,dresses,Vis███ St███
17194592,Tokyo Talkies,Women Stunning Blue Solid Dress,4.1,240,1749,65.0,1136.85,1,1749,INR,dresses,Vis███ St███
18207478,Tokyo Talkies,Women Gorgeous Green Solid Dress,4.1,333,699,60.0,419.4,1,699,INR,dresses,Vis███ St███
19032542,BUY NEW TREND,Black & brown Off-Shoulder Georgette Dress,3.8,8,1499,50.0,749.5,1,1499,INR,dresses,Dim███Gar███ts
18996672,Bella Moda,Girls Yellow & Navy Blue Fit and Flare Dress,4.6,8,2017,70.0,1411.9,1,2017,INR,dresses,SHI███TRA███S
15191784,Kazo,Green Halter Neck Peplum Maxi Dress,4.0,35,3690,60.0,2214.0,1,3690,INR,dresses,Kaz███ash███ PV█████████JIT███
19213200,Label Ritu Kumar,Cream-Coloured & Blue Ethnic Motifs Georgette A-Line Dress,4.8,5,5200,40.0,2080.0,1,5200,INR,dresses,REL███CE ███U K█████████ATE█████████
19213186,Label Ritu Kumar,Solid Tiered Maxi Dress,1.9,7,6900,30.0,2070.0,1,6900,INR,dresses,REL███CE ███U K█████████ATE█████████
20040576,U&F,Olive Green Crepe Maxi Dress,3.8,23,2899,68.0,1971.32,1,2899,INR,dresses,SVP███XPO███ PR█████████ITE███
19987092,Vastralay,Grey & Black Tie and Dye Dyed Midi Dress,4.2,17,2999,78.0,2339.22,1,2999,INR,dresses,ASH███ PR███S
10054817,Veni Vidi Vici,Women Mustard Yellow Bodycon Dress,4.3,110,1890,60.0,1134.0,1,1890,INR,dresses,NYM███EA ███HIO█████████ PR███████████████
10054855,Veni Vidi Vici,Solid Olive Green Ruched Bodycon Dress,4.2,389,1890,60.0,1134.0,1,1890,INR,dresses,NYM███EA ███HIO█████████ PR███████████████
10691426,SASSAFRAS,Black & Beige Ikat Print Cotton Shirt Dress,4.5,4441,2199,65.0,1429.35,1,2199,INR,dresses,ARD███ Re███l C███
20040566,U&F,Women Plus Size Turquoise Blue Floral Printed Crepe Maxi Dress,3.3,8,2899,70.0,2029.3,1,2899,INR,dresses,SVP███XPO███ PR█████████ITE███
18963006,Athena,Purple Off-Shoulder Scrunchie Bodycon Dress,4.3,45,2499,68.0,1699.32,1,2499,INR,dresses,APE███PPA███S
19513066,Stylecast X Hersheinbox,Floral Fit & Flare Dress With Gathered Details,4.5,11,2559,54.0,1381.86,1,2559,INR,dresses,
13703862,Style Quotient,Women Olive Green Solid Shirt Dress,3.9,46,1749,71.0,1241.79,1,1749,INR,dresses,Kri███n S███het█████████td
18975316,Berrylush,Women  Off-White Striped Knits Bits Dress,4.2,31,3200,74.0,2368.0,1,3200,INR,dresses,Sup███om ███
21664826,aarke Ritu Kumar,Floral Layered Chiffon A-Line Dress,4.0,6,2800,30.0,840.0,1,2800,INR,dresses,REL███CE ███U K█████████ATE█████████
21242962,Tommy Hilfiger,Sustainable Pure Cotton Denim Shirt Dress With Cut-Outs Detail,4.4,9,5999,40.0,2399.6,1,5999,INR,dresses,Fla███ech███tai███
21653646,ONLY,Floral Printed A-Line Dress,4.6,5,3299,60.0,1979.4,1,3299,INR,dresses,ONL███ETA███PVT██████
20022902,Slenor,Women Embellished Georgette Midi Dress,4.4,10,3599,59.0,2123.41,1,3599,INR,dresses,Sle███ Ap███els███
20046216,YK Disney,Girls Minnie Mouse Graphic Printed A-Line T-shirt Dress,5.0,7,999,67.0,669.33,1,999,INR,dresses,CRO███OAD███LOT█████████LTD███
22616192,Oomph!,Square Neck A-Line Dress,3.9,7,1340,63.0,844.2,1,1340,INR,dresses,CLI███WIS███NTE█████████RIV████████████
13391600,Mast & Harbour,Women Navy Blue & White Striped A-Line Dress,3.7,200,1499,65.0,974.35,1,1499,INR,dresses,SAP███SHI███ PR█████████ITE███
22590642,YU by Pantaloons,Round Neck Schiffli Tiered Cotton A-Line Dress,4.8,12,1499,52.0,779.48,1,1499,INR,dresses,Wes███ry ███din█████████d_P████████████
13572604,Tokyo Talkies,Women Green Self Design Sheath Dress,4.2,58,1799,63.0,1133.37,1,1799,INR,dresses,
13649832,all about you,Black & Mustard Yellow Printed A-Line Dress,4.3,56,1999,,,1,1999,INR,dresses,
13487998,THREAD MUSTER,Women Maroon Solid Maxi Dress,2.7,10,2499,74.0,1849.26,1,2499,INR,dresses,
13467444,Sugr,Women Green Solid Fit and Flare Dress,3.8,14,899,30.0,269.7,1,899,INR,dresses,
13387584,Wish Karo,Girls Black & White Printed Fit and Flare Silk Dress (0-3 Months),4.1,11,1999,65.0,1299.35,1,1999,INR,dresses,Kot███da ███est█████████Ltd███
22634940,Rustorange,Floral Print Gathered or Pleated Fit and Flare Ethnic Dresses,3.8,5,3399,56.0,1903.44,1,3399,INR,dresses,Zak███i I███tec█████████ Li██████
22622806,HERE&NOW,Fit & Flare Midi Dress,4.0,22,2999,67.0,2009.33,1,2999,INR,dresses,ANI███OTH███
13558254,Tokyo Talkies,Women Peach-Coloured Printed Fit and Flare Dress,4.1,934,1349,59.0,795.91,1,1349,INR,dresses,
13586840,all about you,Women Yellow Solid A-Line Midi Dress,4.0,29,1899,55.0,1044.45,1,1899,INR,dresses,
13586818,all about you,Women Green Solid A-Line Dress,4.0,208,1899,54.0,1025.46,1,1899,INR,dresses,
13406942,Global Desi,Girls Blue Embroidered A-Line Denim Dress,4.8,8,1799,75.0,1349.25,1,1799,INR,dresses,OCH███AND███ACK█████████LIM██████
1341220,Miss Chase,Black & White Striped Belted Dress,4.4,22,1149,10.0,114.9,1,1149,INR,dresses,CHA███LIF███YLE█████████
13387582,Wish Karo,Girls Black Polka Dot Printed Fit and Flare Dress,4.7,18,2123,65.0,1379.95,1,2123,INR,dresses,Kot███da ███est█████████Ltd███
22638540,Oomph!,Floral Printed Ruffled Crepe Fit & Flare Dress,2.3,4,1340,63.0,844.2,1,1340,INR,dresses,CLI███WIS███NTE█████████RIV████████████
13391540,Mast & Harbour,EcoVero Women Yellow & White Abstract Printed Tiered Shirt Dress,4.1,576,1999,66.0,1319.34,1,1999,INR,dresses,SWARR
13447736,DODO & MOA,Women Yellow & Blue Printed A-Line Midi Dress,2.1,8,2799,60.0,1679.4,1,2799,INR,dresses,AVY███ FA███ONT█████████TE █████████
13435624,Deewa,Women Navy Blue & Off-White Floral Print Maxi Dress,4.1,28,2199,69.0,1517.31,1,2199,INR,dresses,Sun███ne ███t W██████
13382036,plusS,Women Olive Green Accordion Pleated Midi A-Line Dress with Belt,4.2,623,1899,83.0,1576.17,1,1899,INR,dresses,Shi███Int███ati█████████rel███
13449506,DOOR74,Women Black Solid Maxi Dress,5.0,7,2399,70.0,1679.3,1,2399,INR,dresses,JXP███S
13411990,DODO & MOA,Women Teal Green Solid Off-Shoulder Fit and Flare Dress With Bell Sleeves,2.8,6,2990,65.0,1943.5,1,2990,INR,dresses,AVY███ FA███ONT█████████TE ███████████████
22590644,YU by Pantaloons,Shoulder Straps Schiffli Cotton A-Line Dress,4.7,17,1399,54.0,755.46,1,1399,INR,dresses,Wes███ry ███din█████████d_P████████████
13375140,HOUSE OF KKARMA,Women Navy Blue Printed A-Line Dress,3.9,17,3499,65.0,2274.35,1,3499,INR,dresses,Mut███ar
13398280,Zastraa,Women Grey Solid Sheath Dress,4.3,45,3299,70.0,2309.3,1,3299,INR,dresses,MON███ CR███ION█████████
13379612,THE SILHOUETTE STORE,Women Orange Solid Maxi Dress,2.0,3,1399,,,1,1399,INR,dresses,YOL███ESI███ PR█████████ITE███
22630128,NUEVOSDAMAS,Girls Polka Dot Printed Crepe Fit & Flare Dress,2.8,5,1999,70.0,1399.3,1,1999,INR,dresses,M/S███V M███C.
22596522,Vero Moda,Shoulder Straps Cut Out Smocked A-Line Midi Dress,4.3,12,3799,65.0,2469.35,1,3799,INR,dresses,VER███ODA███TAI█████████
22619942,Styli,Burgundy Puff Sleeve Accordion Pleated Fit & Flare Midi Dress,3.7,11,2799,51.0,1427.49,1,2799,INR,dresses,PRE███RE ███AIL█████████PRI███████████████
12356000,KLEIO,Women Green Solid Vegan Quilted Unisex Gym Bag,4.6,8,3499,55.0,1924.45,1,3499,INR,duffel-bag,
12944214,Cherry Crumble,Boys Olive Green Solid Corduroy Dungarees,3.8,11,2599,45.0,1169.55,1,2599,INR,dungarees,WHI███SHR███PVT██████
21656682,Dupatta Bazaar,Embroidered Dupatta with Sequinned,4.3,33,999,51.0,509.49,1,999,INR,dupatta,LAA███TEX███E P█████████
22601210,Nimidiya,Leheriya Dyed Dupatta,4.5,13,999,60.0,599.4,1,999,INR,dupatta,PRE███TI ███LEC██████
22601148,Nimidiya,Dupatta With taping Border,3.3,3,999,60.0,599.4,1,999,INR,dupatta,PRE███TI ███LEC██████
22601132,Nimidiya,Dupatta With taping Border,3.2,9,999,60.0,599.4,1,999,INR,dupatta,PRE███TI ███LEC██████
20195790,Dupatta Bazaar,Sequin Embroidered Net Dupatta,4.7,10,999,48.0,479.52,1,999,INR,dupatta,
12999996,Vishudh,Women Navy Blue Checked Dupatta,4.6,17,599,62.0,371.38,1,599,INR,dupatta,Fla███tar███mme██████
15720652,Rubans,Silver-Toned Dome Shaped Studs Earrings,3.8,21,1480,76.0,1124.8,1,1480,INR,earrings,AK ███erp███es
15713414,Crunchy Fashion,White Contemporary Studs Earrings,4.2,22,1998,68.0,1358.64,1,1998,INR,earrings,Cru███y F███ion█████████
15750524,Priyaasi,Rose Gold-Plated Dome Shaped Jhumkas,4.4,97,7999,74.0,5919.26,1,7999,INR,earrings,PRI███DES███S P█████████MIT███
15014966,Priyaasi,Gold-Toned & Gold Plated Contemporary Jhumkas Earrings,4.9,13,3949,76.0,3001.24,1,3949,INR,earrings,PRI███DES███S P█████████MIT███
10125243,KARATCART,White Gold-Plated Stone-Studded Beaded Chandelier Classic Drop Earrings,4.0,213,1282,62.0,794.84,1,1282,INR,earrings,KOK███V G███AL █████████
10564232,PRITA BY PRIYAASI,Multicoloured Gold-Plated Beaded Handcrafted Circular Half Hoop Earrings,4.3,727,1130,69.0,779.7,1,1130,INR,earrings,PRI███DES███S P█████████MIT███
10135431,Priyaasi,Green Gold-Plated Dome Shaped Jhumkas,4.5,347,1000,50.0,500.0,1,1000,INR,earrings,PRI███DES███S P█████████MIT███
10125225,KARATCART,Peach-Coloured & Off-White Gold-Plated Stone-Studded Crescent Shaped Chandbalis,4.1,872,1568,73.0,1144.64,1,1568,INR,earrings,KOK███V G███AL █████████
